,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,timestamp,Date,Time,hour,day_of_week,month
10,-1.0110017265501134,-0.4189642144020355,-1.1885384427644938,-1.55701377636643,-1.0189821286949023,3.832634765834283,-1.5505831049878653,-0.7731321595555816,-1.4702167804044435,-0.9475593084773134,0.6637388249827599,-0.706380318643334,2004-03-11 04:00:00,3/11/2004,4:00:00,4,3,3
11,-0.9758278135945235,-0.16257792266363172,-1.2153241812952713,-1.6132256298796863,-1.0431144972077453,4.222647195638572,-1.676036311485191,-0.8169620533776365,-1.5284051542706467,-0.8454171699733307,0.4138619776500312,-0.7312643671361676,2004-03-11 05:00:00,3/11/2004,5:00:00,5,3,3
12,-0.9758278135945235,-0.22783988783340722,-1.1483598349683275,-1.4595798969434528,-0.956237970561511,3.520624821990851,-1.2578589564941052,-0.7030043294402937,-1.4019086893441177,-0.9021628024755433,0.5242726776342602,-0.7345319694635096,2004-03-11 06:00:00,3/11/2004,6:00:00,6,3,3
13,-0.694436509949805,0.20102445471083186,-0.9340739267221073,-1.0323698102427061,-0.6473436535971228,2.5533939960762124,-0.5469574530092597,-0.358209164706795,-0.749186930323227,-0.9362101819768709,0.6114390197270726,-0.7184453118519807,2004-03-11 07:00:00,3/11/2004,7:00:00,7,3,3
14,-0.06130607674918853,1.0820609845028013,-0.29121620198344655,-0.15921235233679432,-0.28053165220191173,1.1727499945690263,0.08030857947736883,0.16190557531492344,0.19194676873015007,-0.8681154229742157,0.4835950513242809,-0.7207074980786019,2004-03-11 08:00:00,3/11/2004,8:00:00,8,3,3
15,0.07938957507317082,1.1659692254353697,-0.09032316300261509,0.0656350617162302,-0.4977229688174972,0.950442909580581,-0.14968896576772828,0.3547571081319651,0.004732000638886886,-0.9021628024755433,0.6695499144556142,-0.6495743089526229,2004-03-11 09:00:00,3/11/2004,9:00:00,9,3,3
16,-0.2723495544827274,0.6159040904329761,-0.5188949794950556,-0.4327767061013075,-0.5797730217611629,1.4925601870085439,-0.21241556901639114,-0.04555592210946985,-0.42029612151425116,-0.8681154229742157,0.5417059460528225,-0.6845125184526621,2004-03-11 10:00:00,3/11/2004,10:00:00,10,3,3
17,-0.41304520630508657,0.36417936763527065,-0.6930022799451095,-0.6763614046587507,-0.6618230747048285,1.9215738597932628,-0.3378687755137168,-0.2910033275129774,-0.8984527589365314,-0.9021628024755433,0.5126504986885517,-0.7347833234886898,2004-03-11 11:00:00,3/11/2004,11:00:00,11,3,3
18,-0.3426973803939069,0.629888797255071,-0.666216541414332,-0.6313919218481459,-0.6183848113817114,1.8162705037461044,-0.275142172265054,-0.17704560357563462,-0.9161622640262456,-1.0156540674799686,1.029837461772572,-0.5842222624057869,2004-03-11 12:00:00,3/11/2004,12:00:00,12,3,3
19,-0.1316539026603682,0.8629672442899835,-0.38496628684116796,-0.27538351626419033,-0.4156729158738316,1.2741532263181417,0.08030857947736883,0.22034543374433002,-0.5746218087246168,-1.1518435854852787,1.587702051166572,-0.4731237832761659,2004-03-11 13:00:00,3/11/2004,13:00:00,13,3,3
20,0.5718243564514279,1.2592006042493347,0.17753422230516022,0.34294687238162713,-0.12125802001714905,0.5760309769684627,0.41485046347023735,0.7842900675881034,0.02750136432566214,-1.1858909649866063,1.860823256390717,-0.38690935263937853,2004-03-11 14:00:00,3/11/2004,14:00:00,14,3,3
21,0.07938957507317082,0.9748448988667414,-0.18407324786033635,-0.03554627460763084,-0.23226691517622608,0.9621432824747097,0.3730327279711288,0.5417646551060661,-0.20272220184062098,-1.1518435854852787,1.7852790932436131,-0.3763524835818128,2004-03-11 15:00:00,3/11/2004,15:00:00,15,3,3
22,0.07938957507317082,0.890936657934173,-0.25103759418728017,-0.11424286952618942,-0.188828651853109,1.0440458927336105,0.4775770667189002,0.3781330515037277,-0.17489297955678454,-0.9929558144790835,1.2855253985781554,-0.4288854748444617,2004-03-11 16:00:00,3/11/2004,16:00:00,16,3,3
23,0.5718243564514279,1.3151394315377138,0.13735561450899383,0.29048247576925473,0.05249503327531935,0.6735340844195352,0.5612125377171173,0.7521481454519298,0.19700662732721125,-0.9816066879786408,1.0763261775554052,-0.5254054205136347,2004-03-11 17:00:00,3/11/2004,17:00:00,17,3,3
24,1.9084330487638406,2.2381300817959673,1.4230710639863156,1.4109720891334936,0.2359010339729249,-0.14159189387143065,0.8957544217099859,1.8157535688671291,0.9686350633790393,-0.9248610554764283,0.8787491354783642,-0.5555679035352513,2004-03-11 18:00:00,3/11/2004,18:00:00,18,3,3
25,3.3857373928986125,3.1471360252321263,2.3070004355019735,2.044292305382846,0.7282013516349186,-0.5199039507815918,1.3348406444506258,2.546251799234711,1.7149642064455615,-0.9929558144790835,1.175114698593926,-0.4917239811394963,2004-03-11 19:00:00,3/11/2004,19:00:00,19,3,3
26,2.8229547856091752,2.5131626492971644,1.851642880478756,1.7295059257086116,0.5737541931527246,-0.35999885456183295,1.188478570203746,2.1313288043859244,1.5884677415190323,-1.004304940979526,1.0879483565011137,-0.5384758298230018,2004-03-11 20:00:00,3/11/2004,20:00:00,20,3,3
27,1.275302615563224,0.9888296056888363,0.35164152275521426,0.5003400622187443,0.03801561216761365,0.47462774521934736,0.5821214054666717,0.7170842303942858,0.6549238303612469,-1.0610505734817386,0.8671269565326557,-0.7179426038016204,2004-03-11 21:00:00,3/11/2004,21:00:00,21,3,3
28,-0.41304520630508657,-0.633396385674155,-0.7331808877412758,-0.7250783443702393,-0.6666495484073971,1.909873486899134,-0.4842308497605968,-0.3757411222356169,-0.5189633641569439,-1.1631927119857213,0.8322604196955306,-0.8471385727442113,2004-03-11 22:00:00,3/11/2004,22:00:00,22,3,3
29,-0.7647843358609846,-0.875797970590464,-1.0144311423144399,-1.1747731724762884,-0.8934938124281196,2.84590331842943,-1.1533146177463338,-0.6124225488747135,-1.199514345461671,-1.1631927119857213,0.6811720934013223,-0.9094743709888857,2004-03-11 23:00:00,3/11/2004,23:00:00,23,3,3
30,-0.2723495544827274,-0.0973159574938562,-0.5724664565566105,-0.5152207579207498,-0.5315082847354772,1.6329646617380882,-0.23332443676594541,-0.25301741953386314,-0.5316130106495969,-1.1518435854852787,0.5475170355256768,-0.9645209025033357,2004-03-12 00:00:00,3/12/2004,0:00:00,0,4,3
31,-0.1316539026603682,-0.2651324393589932,-0.5055021102296667,-0.42528179229954,-0.478417074007223,1.605663791651788,0.03849084397826027,-0.24425144076945215,-0.4911341418731075,-1.219938344487934,0.6172501091999268,-0.9971969257767537,2004-03-12 01:00:00,3/12/2004,1:00:00,1,4,3
32,-0.4833930322162663,-0.5261803000380952,-0.8135381033336084,-0.8412495082976353,-0.7245672328382199,2.18678231206018,-0.3587776432632711,-0.46047891695825643,-0.8453242436673892,-1.288033103490589,0.7392829881298639,-1.005240254582518,2004-03-12 02:00:00,3/12/2004,2:00:00,2,4,3
33,-0.9054799876833438,-0.9876756251672221,-1.1081812271721612,-1.3808833020248943,-0.9248658914948154,3.294417612704363,-1.1219513161220025,-0.8023520887702849,-1.3007115174028943,-1.2993822299910314,0.7683384354941347,-1.0090105649602203,2004-03-12 03:00:00,3/12/2004,3:00:00,3,4,3
34,-1.0110017265501134,-1.2580466237277206,-1.2153241812952713,-1.6357103712849888,-1.0189821286949023,4.125144088187501,-1.5924008404869738,-0.9572177136082122,-1.624542467614809,-1.401524368495014,0.9775376565168851,-1.012278167287562,2004-03-12 04:00:00,3/12/2004,4:00:00,4,4,3
35,-1.046175639505703,-1.1834615206765486,-1.2287170505606602,-1.6544476557894074,-0.9755438653717853,4.132944336783586,-1.3414944274923224,-0.8958558622573354,-1.599243174629503,-1.378826115494129,0.9252378512611973,-1.0160484776652643,2004-03-12 05:00:00,3/12/2004,5:00:00,5,4,3
36,-0.9054799876833438,-0.8105360054206886,-1.12157409643755,-1.3921256727275455,-0.8500555491050026,3.3139182341945776,-0.7769549982543568,-0.697160343597353,-1.3639597498661589,-1.3220804829919164,0.8032049723312598,-1.015797123640084,2004-03-12 06:00:00,3/12/2004,6:00:00,6,4,3
37,-0.4833930322162663,-0.04603869914617544,-0.7733594955374421,-0.7962800254870305,-0.5942524428688686,2.1516811933777937,-0.08696236251906543,-0.29392532043444775,-0.7036482029496766,-1.3674769889936864,0.9310489407340511,-0.9951860935753125,2004-03-12 07:00:00,3/12/2004,7:00:00,7,4,3
38,1.6270417451191224,2.266099495440157,1.034677855290041,1.099933166360143,0.3613893502397076,0.24062028733677343,0.686665744214443,1.2810288642380592,0.945865699692264,-1.2653348504897037,0.8148271512769683,-0.9491883069673474,2004-03-12 08:00:00,3/12/2004,8:00:00,8,4,3
39,1.3808243544299934,2.0703135999308304,1.5971783644363695,1.538385623763541,0.26003340248576773,-0.2663958714088034,0.5507581038423403,1.742703745830371,1.4214924078160138,-1.0497014469812962,0.4138619776500312,-0.9336043574061788,2004-03-12 09:00:00,3/12/2004,9:00:00,9,4,3
40,0.7125200082737873,1.1613076564946716,0.5123559539398793,0.6577332520558614,-0.21778749406852038,0.2991221518074169,0.2893972569729117,0.7316941950016375,0.5334872240317788,-0.5957363869635954,-0.42874599591382234,-0.994180677474592,2004-03-12 10:00:00,3/12/2004,10:00:00,10,4,3
41,0.4311287046290689,0.7557511586539237,0.19092709157054893,0.35418924308427835,-0.07781975669403195,0.5214292367958622,0.7284834797135517,0.39858700195402,0.356392173134638,-0.4708959954587276,-0.62051194851801,-1.0135349374134628,2004-03-12 11:00:00,3/12/2004,11:00:00,11,4,3
42,0.009041749161991144,0.4900417290341234,0.0034269218551061698,0.1630689411392075,-0.4301523369815373,0.7788374404666935,0.10121744722692312,0.22034543374433002,-0.1698331209597234,-0.39145210995563007,-0.730922648502239,-1.0255999306221093,2004-03-12 12:00:00,3/12/2004,12:00:00,12,4,3
43,0.2904330528067095,0.7044739003062429,0.11056987597821638,0.2754926481657198,-0.3481022840378717,0.6735340844195352,0.16394405047558597,0.3839770373466684,-0.10911481779498938,-0.2666117184507622,-0.8471444379593221,-1.00875921093504,2004-03-12 13:00:00,3/12/2004,13:00:00,13,4,3
44,0.4311287046290689,0.8676288132306818,0.35164152275521426,0.5078349760205118,-0.33362286293016596,0.44342675083500416,0.31030612472246594,0.5797505630851804,0.08821966749039614,-0.24391346544987727,-0.7774113642850721,-0.9338557114313589,2004-03-12 14:00:00,3/12/2004,14:00:00,14,4,3
45,0.5718243564514279,1.1752923633167662,0.5391416924706568,0.6727230796593964,-0.20330807296081468,0.3381233947878459,0.3730327279711288,0.8135099968028067,0.28555415277578167,-0.30065909795208984,-0.7018672011379681,-0.921288010172352,2004-03-12 15:00:00,3/12/2004,15:00:00,15,4,3
46,0.5014765305402482,0.9701833299260432,0.3382486534898253,0.48909769151609306,-0.2612257573916375,0.4629273723252187,0.2475795214738031,0.5709845843207694,0.2172460617154559,-0.2893099714516474,-0.6902450221922596,-0.9094743709888857,2004-03-12 16:00:00,3/12/2004,16:00:00,16,4,3
47,0.22008522689552987,0.8070284170016044,0.20431996083593765,0.3691790706878133,-0.39636702106355737,0.6657338358234494,0.22667065372424883,0.43365091701166397,-0.08128559551115296,-0.1758187064472224,-0.8587666169050306,-0.9366206057083404,2004-03-12 17:00:00,3/12/2004,17:00:00,17,4,3
48,1.275302615563224,1.9071586870063917,1.222178025005484,1.2535788992963763,-0.1260844937197176,-0.09089027799687295,0.8539366862108773,1.3102487934527625,0.9711649926775698,-0.38010298345518756,-0.5507788748437599,-0.8820767822442506,2004-03-12 18:00:00,3/12/2004,18:00:00,18,4,3
49,1.134606963740865,1.9770822211168653,1.0748564630862074,1.1374077353689804,-0.1453903885299919,-0.055789159314486865,0.7703012152126602,1.1261632394001317,1.067302306021732,-0.4595468689582851,-0.3299574748753018,-0.8021462022369665,2004-03-12 19:00:00,3/12/2004,19:00:00,19,4,3
50,3.1746939151650735,3.459461144258909,3.00342963730219,2.5014820472906627,0.5206629824244703,-0.8241136460289379,1.2930229089515173,2.71280539575852,2.1779412680766583,-0.6297837664649228,0.08262987769734377,-0.7031127163159923,2004-03-12 20:00:00,3/12/2004,20:00:00,20,4,3
51,1.6270417451191224,2.317376753787838,1.3293209791285943,1.3360229511158188,0.2021157180549449,-0.32489773587944687,0.8539366862108773,1.4008305740183427,1.5201596504587065,-0.7205767784684631,0.24534038293726015,-0.6885341828555441,2004-03-12 21:00:00,3/12/2004,21:00:00,21,4,3
52,0.9939113119185057,1.785957894548237,0.5525345617360458,0.6914603641638152,0.10075977030100501,0.014413078050285312,0.6448480087153344,0.7638361171378111,1.1760892658585471,-0.8454171699733307,0.5823835723628018,-0.6372579617187961,2004-03-12 22:00:00,3/12/2004,22:00:00,22,4,3
53,2.3305200042309187,2.6856407001029994,1.5569997566402032,1.5121534254573545,0.32760403432172763,-0.36779910315791875,0.5403036699675631,1.7543917175162522,1.596057529414624,-0.9929558144790835,0.9019934933697803,-0.6294659869382118,2004-03-12 23:00:00,3/12/2004,23:00:00,23,4,3
54,0.4311287046290689,0.8349978306457939,-0.07693029373722637,0.08062488931976516,-0.188828651853109,0.49802849100760477,0.10121744722692312,0.2407993841946223,0.6549238303612469,-1.0156540674799686,0.8729380460055095,-0.6732015873195557,2004-03-13 00:00:00,3/13/2004,0:00:00,0,5,3
55,-0.1316539026603682,0.4434260396271409,-0.3715734175757791,-0.2603936886606554,-0.4494582317918116,0.9192419151962378,-0.23332443676594541,0.0041179575555257315,0.2982037992684346,-1.0610505734817386,0.8613158670598015,-0.7169371877009,2004-03-13 01:00:00,3/13/2004,1:00:00,1,5,3
56,-0.3426973803939069,0.3874872123387619,-0.6394308028835545,-0.6014122666410759,-0.7197407591356513,1.328754966490742,-0.5469574530092597,-0.28223734874856643,0.04268094011684564,-1.095097952983066,0.8613158670598015,-0.7589133099059828,2004-03-13 02:00:00,3/13/2004,2:00:00,2,5,3
57,-0.2723495544827274,0.33154838505038287,-0.6394308028835545,-0.5976648097401922,-0.6690627852586813,1.3404553393848708,-0.5574118868840368,-0.2384074549265115,-0.07622573691409179,-1.208589217987491,1.0705150880825514,-0.7797756939959343,2004-03-13 03:00:00,3/13/2004,3:00:00,3,5,3
58,-0.20200172857154788,0.2150091615329266,-0.5322878487604443,-0.45526144750660996,-0.5942524428688686,1.1571494973768546,-0.5260485852597053,-0.144903681439461,-0.08634545410821412,-1.2993822299910314,1.279714309105301,-0.7835460043736364,2004-03-13 04:00:00,3/13/2004,4:00:00,4,5,3
59,-0.7647843358609846,-0.5727959894450778,-1.0144311423144399,-1.1897630000798234,-0.8210967068895912,2.2803852952132093,-0.9024082047516825,-0.5481387046023662,-0.5240232227540051,-1.1518435854852787,0.843882598641239,-0.8277843128053406,2004-03-13 05:00:00,3/13/2004,5:00:00,5,5,3
60,-0.6240886840386255,-0.004084578679891185,-0.9742525345182735,-1.1110664051612649,-0.8645349702127083,2.225783555040609,-1.006952543499454,-0.5656706621311882,-0.4835443539775158,-1.2766839769901464,1.0705150880825514,-0.8516629451974539,2004-03-13 06:00:00,3/13/2004,6:00:00,6,5,3
61,-0.41304520630508657,0.05185424860848782,-0.6796094106797208,-0.6463817494516808,-0.4494582317918116,1.5315614299889728,-0.651501791757031,-0.153669660203872,-0.21790177763180446,-1.378826115494129,1.326203024888135,-0.8403520140643476,2004-03-13 07:00:00,3/13/2004,7:00:00,7,5,3
62,0.4311287046290689,1.096045691324896,0.2177128301013266,0.3766739844895808,0.11523919140871071,0.3888250106624036,-0.2542333045154997,0.6323464356716463,0.4196404055979026,-1.356127862493244,1.3087697564695717,-0.8370844117370059,2004-03-13 08:00:00,3/13/2004,8:00:00,8,5,3
63,1.134606963740865,1.4316786550551701,0.6596775158591557,0.7888942435867924,0.3034716658088848,-0.020688040632100776,0.22667065372424883,0.9216237348972087,0.9736949219761004,-1.004304940979526,0.6172501091999268,-0.7920920412297611,2004-03-13 09:00:00,3/13/2004,9:00:00,9,5,3
64,0.782867834184967,1.6134798437424018,0.36503439202060295,0.519077346723163,0.08628034919329931,0.13141680699157227,0.3730327279711288,0.6002045135354727,1.110311104096752,-0.6865293989671355,0.12330750400732307,-0.739056341916752,2004-03-13 10:00:00,3/13/2004,10:00:00,10,5,3
65,1.415998267385583,2.0563288931087356,0.7936062085130436,0.9050654075141884,0.30829813951145335,-0.10649077518904455,1.0421164959568658,0.9303897136616197,1.4088427613233607,-0.323357350952975,-0.39969054854955155,-0.709899274995856,2004-03-13 11:00:00,3/13/2004,11:00:00,11,5,3
66,1.0642591378296853,1.6321261195051948,0.5123559539398793,0.6539857951549777,0.03318913846504508,0.15481755277982967,1.1048430992055287,0.6352684285931166,0.9129766188113664,-0.005581808940584652,-0.8878220642693014,-0.8006380780858859,2004-03-13 12:00:00,3/13/2004,12:00:00,12,5,3
67,0.5014765305402482,1.05875313979931,0.28467717642827045,0.43663329490372066,-0.38188759995585164,0.5916314741606343,0.33121499247202024,0.4044309877969607,0.1894168394316195,0.10790945606384052,-1.0330993010906553,-0.8358276416111052,2004-03-13 13:00:00,3/13/2004,13:00:00,13,5,3
68,-0.06130607674918853,0.49470329797482165,-0.21085898639111403,-0.06927338671558451,-0.5508141795457515,0.985544028262967,-0.128780098018174,0.07716778059228394,-0.445595414499557,-0.05097831494235456,-0.8297111695407599,-0.7913379791542208,2004-03-13 14:00:00,3/13/2004,14:00:00,14,5,3
69,-0.06130607674918853,0.648535073017864,-0.13050177079878147,0.01691812200474155,-0.5459877058431829,0.833439180639294,0.16394405047558597,0.20573546913697838,-0.20019227254209038,-0.005581808940584652,-0.8994442432150096,-0.8127030712945323,2004-03-13 15:00:00,3/13/2004,15:00:00,15,5,3
70,0.2904330528067095,0.9561986231039484,0.0034269218551061698,0.16681639804009124,-0.45428470549438016,0.6579335872273636,0.33121499247202024,0.2700193134093256,0.13122846556541606,-0.09637482094412446,-0.8122779011221971,-0.8202436920499365,2004-03-13 16:00:00,3/13/2004,16:00:00,16,5,3
71,0.14973740098435018,1.0494300019179135,0.05699839891666128,0.21553333775157987,-0.4060199684686945,0.5487301068821624,0.3521238602215745,0.41027497363990134,0.14640804135659957,-0.19851695944810735,-0.655378485355135,-0.793851519406022,2004-03-13 17:00:00,3/13/2004,17:00:00,17,5,3
72,0.782867834184967,1.7346806362005562,0.7132489929207109,0.8263688125956299,-0.02472854596577772,-0.01678791633405788,0.833027818461323,0.9274677207401494,0.9332160531996111,-0.2666117184507622,-0.46942362222380163,-0.709899274995856,2004-03-13 18:00:00,3/13/2004,18:00:00,18,5,3
73,1.4863460932967631,2.3686540121355186,1.2623566328016504,1.2873060114043302,0.2165951391626506,-0.30149699009118947,1.188478570203746,1.3453127085104064,1.4822107109807476,-0.30065909795208984,-0.38806836960384344,-0.6802395000245997,2004-03-13 19:00:00,3/13/2004,19:00:00,19,5,3
74,1.4863460932967631,2.377977150016915,1.208785155740095,1.2423365285937251,0.22624808656778775,-0.31709748728336107,1.1048430992055287,1.324858758060114,1.6972547013558474,-0.3120082244525325,-0.2892798485653225,-0.6256956765605098,2004-03-13 20:00:00,3/13/2004,20:00:00,20,5,3
75,1.4863460932967631,2.4245928394238976,1.0882493323515963,1.1411551922698642,0.245553981378062,-0.2858964928990179,1.0630253637064202,1.164149147379246,2.1754113387781278,-0.35740473045430243,-0.1323804327982604,-0.5490326988805676,2004-03-13 21:00:00,3/13/2004,21:00:00,21,5,3
76,0.7125200082737873,1.599495136920307,0.39182013055138043,0.5490570019302329,-0.08747270409916909,0.0339136995404998,0.7284834797135517,0.8368859401745693,1.5125698625631148,-0.43684861595740015,-0.02778082228688523,-0.5568246736611518,2004-03-13 22:00:00,3/13/2004,22:00:00,22,5,3
77,0.3607808787178892,1.4782943444621526,0.09717700671282767,0.2530079067604173,-0.2901845996070489,0.22111966584655895,0.4566681989693459,0.41319696656137167,1.2899360842924235,-0.4254994894569577,0.012896804023093657,-0.5233945883121935,2004-03-13 23:00:00,3/13/2004,23:00:00,23,5,3
78,0.5718243564514279,2.0190363415831496,0.11056987597821638,0.2642502774630685,-0.20330807296081468,0.20941929295243025,0.43575933121979166,0.4365729099331343,1.2874061549938929,-0.5162925014604977,0.26277365135582287,-0.44673161063225153,2004-03-14 00:00:00,3/14/2004,0:00:00,0,6,3
79,0.5014765305402482,1.785957894548237,0.23110569936671532,0.38416889829134826,-0.28053165220191173,0.17431817427004415,0.22667065372424883,0.4745588179122486,1.2747565085012398,-0.43684861595740015,0.1407407724258854,-0.4371801576754062,2004-03-14 01:00:00,3/14/2004,1:00:00,1,6,3
80,0.2904330528067095,1.2405543284865417,-0.21085898639111403,-0.06552592981470078,-0.5025494425200658,0.45902724802717576,-0.08696236251906543,0.23787739127315197,0.7864801538848373,-0.675180272466693,0.5707613934170933,-0.43692880365022607,2004-03-14 02:00:00,3/14/2004,2:00:00,2,6,3
81,0.22008522689552987,1.133338242850482,-0.06353742447183766,0.09561471692330013,-0.2901845996070489,0.334223270489803,0.1221263149764774,0.46287084622636726,0.6372143252715328,-0.7773224109706757,0.8322604196955306,-0.40249330220054735,2004-03-14 03:00:00,3/14/2004,3:00:00,3,6,3
82,-0.6240886840386255,0.13576248954105632,-0.666216541414332,-0.6351393787490296,-0.7824849172690427,1.1493492487807688,-0.5469574530092597,-0.02802396458064788,0.0629203745050903,-0.7205767784684631,0.6986053618198851,-0.4203394379883371,2004-03-14 04:00:00,3/14/2004,4:00:00,4,6,3
83,-0.6240886840386255,-0.1812241984264247,-0.8671095803951635,-0.9424308446214964,-0.8645349702127083,1.7031668991028606,-0.797863866003911,-0.24717343369092248,-0.2457309999156409,-0.7886715374711182,0.8148271512769683,-0.4379342197509468,2004-03-14 05:00:00,3/14/2004,5:00:00,5,6,3
84,-0.7647843358609846,-0.1159622332566492,-1.0278240115798287,-1.2159951983860096,-0.9079732335358254,2.182882187762137,-0.944225940250791,-0.3757411222356169,-0.38993696993188415,-0.7773224109706757,0.7625273460212809,-0.45301546126175485,2004-03-14 06:00:00,3/14/2004,6:00:00,6,6,3
85,-0.8351321617721643,-0.3397175424101652,-1.0412168808452174,-1.2272375690886608,-0.7631790224587685,2.139980820483665,-0.8605904692525739,-0.35528717178532465,-0.43800562660396525,-0.9135119289759858,1.0763261775554052,-0.4386882818264871,2004-03-14 07:00:00,3/14/2004,7:00:00,7,6,3
86,-0.4833930322162663,0.2523017130585126,-0.8001452340682196,-0.8262596806941004,-0.6328642324894171,1.5198610570948443,-0.5051397175101511,-0.13905969559652034,-0.1698331209597234,-0.7773224109706757,0.7915827933855517,-0.4386882818264871,2004-03-14 08:00:00,3/14/2004,8:00:00,8,6,3
87,-0.3426973803939069,0.6252272283143727,-0.5055021102296667,-0.42902924920042373,-0.5508141795457515,0.8568399264275515,-0.5260485852597053,0.19112550452962673,0.16917740504337483,-0.6865293989671355,0.6346833776184891,-0.41430694138401364,2004-03-14 09:00:00,3/14/2004,9:00:00,9,6,3
88,0.07938957507317082,1.077399415562103,-0.21085898639111403,-0.07302084361646825,-0.42532586327896876,0.4551271237291329,-0.21241556901639114,0.4453388886975453,0.5031280724494118,-0.44819774245784266,0.23371820399155208,-0.3889201848408197,2004-03-14 10:00:00,3/14/2004,10:00:00,10,6,3
89,0.5014765305402482,1.6041567058610053,0.09717700671282767,0.24926044985953355,-0.2708787047967746,0.16651792567395837,0.1221263149764774,0.6849423082581122,0.8320188812583877,-0.1758187064472224,-0.1730580591082393,-0.3735875893048313,2004-03-14 11:00:00,3/14/2004,11:00:00,11,6,3
90,0.5014765305402482,1.468971206580756,0.07039126818204999,0.22302825155334738,-0.34327581033530313,0.27962153031720244,0.22667065372424883,0.629424442750176,0.5967354564950434,0.09656032956339825,-0.6263230379908642,-0.45276410723657473,2004-03-14 12:00:00,3/14/2004,12:00:00,12,6,3
91,-0.06130607674918853,0.8396593995864922,-0.3581805483103904,-0.23416149035446918,-0.5749465480585944,0.9699435310707955,-0.08696236251906543,0.18528151868668608,-0.11670460569058112,0.3121937330718059,-1.0272882116178013,-0.6191604719058261,2004-03-14 13:00:00,3/14/2004,13:00:00,13,6,3
92,-0.20200172857154772,0.49470329797482165,-0.3581805483103904,-0.23790894725535291,-0.6232112850842799,1.0479460170316535,-0.128780098018174,0.0830117664352246,-0.38993696993188415,0.33489198607269083,-1.0970212852920511,-0.6684258608411331,2004-03-14 14:00:00,3/14/2004,14:00:00,14,6,3
